group,filter,week,posts,comments,total
Politics,Raw (UK),2024-09-02,4007,180411,184418
Politics,Raw (UK),2024-09-09,3730,183564,187294
Politics,Raw (UK),2024-09-16,3763,177623,181386
Politics,Raw (UK),2024-09-23,3962,180020,183982
Politics,Raw (UK),2024-09-30,3787,175051,178838
Politics,Raw (UK),2024-10-07,4141,171785,175926
Politics,Raw (UK),2024-10-14,3842,179414,183256
Politics,Raw (UK),2024-10-21,3998,183484,187482
Politics,Raw (UK),2024-10-28,3954,181622,185576
Politics,Raw (UK),2024-11-04,3863,182574,186437
Politics,Raw (UK),2024-11-11,3794,173357,177151
Politics,Raw (UK),2024-11-18,4006,187229,191235
Politics,Raw (UK),2024-11-25,4161,198048,202209
Politics,Raw (UK),2024-12-02,3979,178329,182308
Politics,Raw (UK),2024-12-09,3868,180125,183993
Politics,Raw (UK),2024-12-16,3871,179004,182875
Politics,Raw (UK),2024-12-23,3466,168507,171973
Politics,Raw (UK),2024-12-30,3828,177174,181002
Politics,Raw (UK),2025-01-06,4500,202800,207300
Politics,Raw (UK),2025-01-13,4185,201135,205320
Politics,Raw (UK),2025-01-20,4475,204685,209160
Politics,Raw (UK),2025-01-27,3941,216489,220430
Politics,Raw (UK),2025-02-03,3972,204371,208343
Politics,Raw (UK),2025-02-10,4086,206566,210652
Politics,Raw (UK),2025-02-17,3967,209033,213000
Politics,Raw (UK),2025-02-24,3971,196026,199997
Politics,Raw (UK),2025-03-03,4284,198993,203277
Politics,Raw (UK),2025-03-10,4092,191842,195934
Politics,Raw (UK),2025-03-17,4270,210754,215024
Politics,Raw (UK),2025-03-24,4206,198051,202257
Politics,Raw (UK),2025-03-31,3851,179601,183452
Politics,Raw (UK),2025-04-07,3817,179152,182969
Politics,Raw (UK),2025-04-14,3771,189830,193601
Politics,Raw (UK),2025-04-21,3766,184367,188133
Politics,Raw (UK),2025-04-28,4087,205674,209761
Politics,Raw (UK),2025-05-05,3981,190352,194333
Politics,Raw (UK),2025-05-12,3942,193121,197063
Politics,Raw (UK),2025-05-19,3939,192712,196651
Politics,Raw (UK),2025-05-26,3705,188310,192015
Politics,Raw (UK),2025-06-02,3829,187724,191553
Politics,Raw (UK),2025-06-09,4078,199543,203621
Politics,Raw (UK),2025-06-16,4037,201634,205671
Politics,Raw (UK),2025-06-23,3998,205090,209088
Politics,Raw (UK),2025-06-30,4233,218768,223001
Politics,Raw (UK),2025-07-07,4161,208053,212214
Politics,Raw (UK),2025-07-14,4080,207643,211723
Politics,Raw (UK),2025-07-21,4360,208357,212717
Politics,Raw (UK),2025-07-28,4395,215381,219776
Politics,Raw (UK),2025-08-04,3811,181427,185238
Politics,Raw (UK),2025-08-11,3874,179894,183768
Politics,Raw (UK),2025-08-18,3770,173382,177152
Politics,Raw (UK),2025-08-25,3851,180683,184534
Politics,Raw (UK),2025-09-01,4410,191554,195964
Politics,Raw (UK),2025-09-08,4045,171751,175796
Politics,Raw (UK),2025-09-15,4087,181932,186019
Politics,Raw (UK),2025-09-22,4091,193297,197388
Politics,Raw (UK),2025-09-29,4245,197314,201559
Politics,Raw (UK),2025-10-06,3998,174584,178582
Politics,Raw (UK),2025-10-13,3920,170930,174850
Politics,Raw (UK),2025-10-20,4013,163304,167317
Politics,Matched,2021-11-01,42,1694,1736
Politics,Matched,2021-11-08,50,1638,1688
Politics,Matched,2021-11-15,68,1931,1999
Politics,Matched,2021-11-22,68,1852,1920
Politics,Matched,2021-11-29,63,2099,2162
Politics,Matched,2021-12-06,53,1834,1887
Politics,Matched,2021-12-13,59,2062,2121
Politics,Matched,2021-12-20,38,1652,1690
Politics,Matched,2021-12-27,64,1979,2043
Politics,Matched,2022-01-03,57,2230,2287
Politics,Matched,2022-01-10,59,1830,1889
Politics,Matched,2022-01-17,84,1875,1959
Politics,Matched,2022-01-24,63,2203,2266
Politics,Matched,2022-01-31,54,1920,1974
Politics,Matched,2022-02-07,65,2560,2625
Politics,Matched,2022-02-14,54,2261,2315
Politics,Matched,2022-02-21,54,1772,1826
Politics,Matched,2022-02-28,62,1694,1756
Politics,Matched,2022-03-07,61,1679,1740
Politics,Matched,2022-03-14,76,1580,1656
Politics,Matched,2022-03-21,58,1788,1846
Politics,Matched,2022-03-28,56,1445,1501
Politics,Matched,2022-04-04,56,2072,2128
Politics,Matched,2022-04-11,55,2024,2079
Politics,Matched,2022-04-18,53,1889,1942
Politics,Matched,2022-04-25,128,3061,3189
Politics,Matched,2022-05-02,53,1736,1789
Politics,Matched,2022-05-09,70,1918,1988
Politics,Matched,2022-05-16,39,1909,1948
Politics,Matched,2022-05-23,70,1726,1796
Politics,Matched,2022-05-30,45,1885,1930
Politics,Matched,2022-06-06,63,2213,2276
Politics,Matched,2022-06-13,59,1726,1785
Politics,Matched,2022-06-20,73,2053,2126
Politics,Matched,2022-06-27,80,2551,2631
Politics,Matched,2022-07-04,64,2163,2227
Politics,Matched,2022-07-11,79,2206,2285
Politics,Matched,2022-07-18,71,2494,2565
Politics,Matched,2022-07-25,85,2300,2385
Politics,Matched,2022-08-01,90,2234,2324
Politics,Matched,2022-08-08,49,2375,2424
Politics,Matched,2022-08-15,50,2578,2628
Politics,Matched,2022-08-22,66,2384,2450
Politics,Matched,2022-08-29,66,2601,2667
Politics,Matched,2022-09-05,94,2857,2951
Politics,Matched,2022-09-12,48,2117,2165
Politics,Matched,2022-09-19,67,2023,2090
Politics,Matched,2022-09-26,97,2294,2391
Politics,Matched,2022-10-03,63,2284,2347
Politics,Matched,2022-10-10,55,2432,2487
Politics,Matched,2022-10-17,58,2387,2445
Politics,Matched,2022-10-24,83,2451,2534
Politics,Matched,2022-10-31,80,2586,2666
Politics,Matched,2022-11-07,63,2301,2364
Politics,Matched,2022-11-14,54,2313,2367
Politics,Matched,2022-11-21,56,2466,2522
Politics,Matched,2022-11-28,65,2542,2607
Politics,Matched,2022-12-05,67,2502,2569
Politics,Matched,2022-12-12,44,2617,2661
Politics,Matched,2022-12-19,51,2158,2209
Politics,Matched,2022-12-26,67,2410,2477
Politics,Matched,2023-01-02,68,2468,2536
Politics,Matched,2023-01-09,92,2983,3075
Politics,Matched,2023-01-16,91,3160,3251
Politics,Matched,2023-01-23,88,3006,3094
Politics,Matched,2023-01-30,70,2869,2939
Politics,Matched,2023-02-06,68,2318,2386
Politics,Matched,2023-02-13,73,2206,2279
Politics,Matched,2023-02-20,74,2583,2657
Politics,Matched,2023-02-27,63,2276,2339
Politics,Matched,2023-03-06,84,2487,2571
Politics,Matched,2023-03-13,67,2163,2230
Politics,Matched,2023-03-20,78,2375,2453
Politics,Matched,2023-03-27,65,2141,2206
Politics,Matched,2023-04-03,57,2338,2395
Politics,Matched,2023-04-10,60,2113,2173
Politics,Matched,2023-04-17,69,2018,2087
Politics,Matched,2023-04-24,66,1932,1998
Politics,Matched,2023-05-01,62,2110,2172
Politics,Matched,2023-05-08,46,1931,1977
Politics,Matched,2023-05-15,60,2091,2151
Politics,Matched,2023-05-22,67,2289,2356
Politics,Matched,2023-05-29,60,2415,2475
Politics,Matched,2023-06-05,70,2058,2128
Politics,Matched,2023-06-12,45,1652,1697
Politics,Matched,2023-06-19,95,2065,2160
Politics,Matched,2023-06-26,86,2187,2273
Politics,Matched,2023-07-03,122,2811,2933
Politics,Matched,2023-07-10,78,3641,3719
Politics,Matched,2023-07-17,95,2050,2145
Politics,Matched,2023-07-24,94,2090,2184
Politics,Matched,2023-07-31,101,2387,2488
Politics,Matched,2023-08-07,87,2238,2325
Politics,Matched,2023-08-14,90,2427,2517
Politics,Matched,2023-08-21,96,2050,2146
Politics,Matched,2023-08-28,98,2037,2135
Politics,Matched,2023-09-04,104,2667,2771
Politics,Matched,2023-09-11,91,2942,3033
Politics,Matched,2023-09-18,135,2999,3134
Politics,Matched,2023-09-25,94,2404,2498
Politics,Matched,2023-10-02,92,2457,2549
Politics,Matched,2023-10-09,106,2066,2172
Politics,Matched,2023-10-16,96,1889,1985
Politics,Matched,2023-10-23,121,2172,2293
Politics,Matched,2023-10-30,85,1868,1953
Politics,Matched,2023-11-06,86,2198,2284
Politics,Matched,2023-11-13,93,1914,2007
Politics,Matched,2023-11-20,71,2299,2370
Politics,Matched,2023-11-27,81,2006,2087
Politics,Matched,2023-12-04,81,2126,2207
Politics,Matched,2023-12-11,79,1882,1961
Politics,Matched,2023-12-18,56,1983,2039
Politics,Matched,2023-12-25,63,1639,1702
Politics,Matched,2024-01-01,83,2555,2638
Politics,Matched,2024-01-08,99,2428,2527
Politics,Matched,2024-01-15,103,2228,2331
Politics,Matched,2024-01-22,121,2903,3024
Politics,Matched,2024-01-29,113,2474,2587
Politics,Matched,2024-02-05,126,2977,3103
Politics,Matched,2024-02-12,103,2512,2615
Politics,Matched,2024-02-19,116,2486,2602
Politics,Matched,2024-02-26,94,2558,2652
Politics,Matched,2024-03-04,110,1969,2079
Politics,Matched,2024-03-11,91,2106,2197
Politics,Matched,2024-03-18,118,2630,2748
Politics,Matched,2024-03-25,99,2462,2561
Politics,Matched,2024-04-01,105,2302,2407
Politics,Matched,2024-04-08,98,2811,2909
Politics,Matched,2024-04-15,102,2583,2685
Politics,Matched,2024-04-22,118,2309,2427
Politics,Matched,2024-04-29,85,2089,2174
Politics,Matched,2024-05-06,82,1810,1892
Politics,Matched,2024-05-13,93,2187,2280
Politics,Matched,2024-05-20,101,3007,3108
Politics,Matched,2024-05-27,102,2495,2597
Politics,Matched,2024-06-03,110,2414,2524
Politics,Matched,2024-06-10,96,2141,2237
Politics,Matched,2024-06-17,91,2325,2416
Politics,Matched,2024-06-24,95,2409,2504
Politics,Matched,2024-07-01,128,2746,2874
Politics,Matched,2024-07-08,95,2525,2620
Politics,Matched,2024-07-15,98,2529,2627
Politics,Matched,2024-07-22,97,2187,2284
Politics,Matched,2024-07-29,105,2957,3062
Politics,Matched,2024-08-05,110,2311,2421
Politics,Matched,2024-08-12,111,2439,2550
Politics,Matched,2024-08-19,82,2059,2141
Politics,Matched,2024-08-26,104,2366,2470
Politics,Matched,2024-09-02,108,2535,2643
Politics,Matched,2024-09-09,87,2488,2575
Politics,Matched,2024-09-16,102,2296,2398
Politics,Matched,2024-09-23,103,2144,2247
Politics,Matched,2024-09-30,105,2089,2194
Politics,Matched,2024-10-07,94,2604,2698
Politics,Matched,2024-10-14,86,2571,2657
Politics,Matched,2024-10-21,101,2173,2274
Politics,Matched,2024-10-28,90,2184,2274
Politics,Matched,2024-11-04,93,2033,2126
Politics,Matched,2024-11-11,95,2117,2212
Politics,Matched,2024-11-18,85,2345,2430
Politics,Matched,2024-11-25,116,2859,2975
Politics,Matched,2024-12-02,97,2128,2225
Politics,Matched,2024-12-09,89,2528,2617
Politics,Matched,2024-12-16,98,3105,3203
Politics,Matched,2024-12-23,82,2119,2201
Politics,Matched,2024-12-30,81,2256,2337
Politics,Matched,2025-01-06,110,2635,2745
Politics,Matched,2025-01-13,121,3634,3755
Politics,Matched,2025-01-20,87,2565,2652
Politics,Matched,2025-01-27,105,2814,2919
Politics,Matched,2025-02-03,93,2882,2975
Politics,Matched,2025-02-10,104,2335,2439
Politics,Matched,2025-02-17,98,3015,3113
Politics,Matched,2025-02-24,110,2626,2736
Politics,Matched,2025-03-03,121,2247,2368
Politics,Matched,2025-03-10,83,2452,2535
Politics,Matched,2025-03-17,120,3150,3270
Politics,Matched,2025-03-24,114,2325,2439
Politics,Matched,2025-03-31,101,2146,2247
Politics,Matched,2025-04-07,112,2715,2827
Politics,Matched,2025-04-14,97,2246,2343
Politics,Matched,2025-04-21,119,2442,2561
Politics,Matched,2025-04-28,95,3104,3199
Politics,Matched,2025-05-05,105,2697,2802
Politics,Matched,2025-05-12,93,2345,2438
Politics,Matched,2025-05-19,109,2582,2691
Politics,Matched,2025-05-26,101,2355,2456
Politics,Matched,2025-06-02,76,2569,2645
Politics,Matched,2025-06-09,166,2968,3134
Politics,Matched,2025-06-16,87,2669,2756
Politics,Matched,2025-06-23,104,3322,3426
Politics,Matched,2025-06-30,131,3355,3486
Politics,Matched,2025-07-07,125,2754,2879
Politics,Matched,2025-07-14,187,5294,5481
Politics,Matched,2025-07-21,415,10750,11165
Politics,Matched,2025-07-28,585,13572,14157
Politics,Matched,2025-08-04,253,4995,5248
Politics,Matched,2025-08-11,211,4128,4339
Politics,Matched,2025-08-18,202,4613,4815
Politics,Matched,2025-08-25,119,3596,3715
Politics,Matched,2025-09-01,139,2970,3109
Politics,Matched,2025-09-08,125,2544,2669
Politics,Matched,2025-09-15,109,2662,2771
Politics,Matched,2025-09-22,115,3809,3924
Politics,Matched,2025-09-29,127,3629,3756
Politics,Matched,2025-10-06,134,3561,3695
Politics,Matched,2025-10-13,139,2644,2783
Politics,Matched,2025-10-20,98,2245,2343
Politics,Matched (UK),2021-11-01,25,1267,1292
Politics,Matched (UK),2021-11-08,31,1251,1282
Politics,Matched (UK),2021-11-15,49,1437,1486
Politics,Matched (UK),2021-11-22,46,1384,1430
Politics,Matched (UK),2021-11-29,41,1650,1691
Politics,Matched (UK),2021-12-06,40,1407,1447
Politics,Matched (UK),2021-12-13,35,1587,1622
Politics,Matched (UK),2021-12-20,28,1257,1285
Politics,Matched (UK),2021-12-27,34,1523,1557
Politics,Matched (UK),2022-01-03,36,1743,1779
Politics,Matched (UK),2022-01-10,35,1418,1453
Politics,Matched (UK),2022-01-17,54,1400,1454
Politics,Matched (UK),2022-01-24,41,1709,1750
Politics,Matched (UK),2022-01-31,38,1504,1542
Politics,Matched (UK),2022-02-07,37,2024,2061
Politics,Matched (UK),2022-02-14,38,1773,1811
Politics,Matched (UK),2022-02-21,41,1388,1429
Politics,Matched (UK),2022-02-28,34,1259,1293
Politics,Matched (UK),2022-03-07,33,1318,1351
Politics,Matched (UK),2022-03-14,45,1258,1303
Politics,Matched (UK),2022-03-21,32,1391,1423
Politics,Matched (UK),2022-03-28,29,1117,1146
Politics,Matched (UK),2022-04-04,35,1623,1658
Politics,Matched (UK),2022-04-11,36,1506,1542
Politics,Matched (UK),2022-04-18,34,1493,1527
Politics,Matched (UK),2022-04-25,80,2330,2410
Politics,Matched (UK),2022-05-02,28,1352,1380
Politics,Matched (UK),2022-05-09,43,1456,1499
Politics,Matched (UK),2022-05-16,20,1476,1496
Politics,Matched (UK),2022-05-23,36,1288,1324
Politics,Matched (UK),2022-05-30,26,1446,1472
Politics,Matched (UK),2022-06-06,38,1666,1704
Politics,Matched (UK),2022-06-13,38,1332,1370
Politics,Matched (UK),2022-06-20,43,1577,1620
Politics,Matched (UK),2022-06-27,51,2022,2073
Politics,Matched (UK),2022-07-04,33,1670,1703
Politics,Matched (UK),2022-07-11,51,1715,1766
Politics,Matched (UK),2022-07-18,44,1944,1988
Politics,Matched (UK),2022-07-25,54,1759,1813
Politics,Matched (UK),2022-08-01,53,1737,1790
Politics,Matched (UK),2022-08-08,29,1815,1844
Politics,Matched (UK),2022-08-15,29,2020,2049
Politics,Matched (UK),2022-08-22,33,1896,1929
Politics,Matched (UK),2022-08-29,38,2058,2096
Politics,Matched (UK),2022-09-05,50,2224,2274
Politics,Matched (UK),2022-09-12,24,1651,1675
Politics,Matched (UK),2022-09-19,45,1586,1631
Politics,Matched (UK),2022-09-26,62,1767,1829
Politics,Matched (UK),2022-10-03,41,1850,1891
Politics,Matched (UK),2022-10-10,34,1901,1935
Politics,Matched (UK),2022-10-17,34,1886,1920
Politics,Matched (UK),2022-10-24,65,1954,2019
Politics,Matched (UK),2022-10-31,47,2079,2126
Politics,Matched (UK),2022-11-07,39,1828,1867
Politics,Matched (UK),2022-11-14,32,1809,1841
Politics,Matched (UK),2022-11-21,32,1946,1978
Politics,Matched (UK),2022-11-28,38,2025,2063
Politics,Matched (UK),2022-12-05,41,2017,2058
Politics,Matched (UK),2022-12-12,24,2041,2065
Politics,Matched (UK),2022-12-19,35,1788,1823
Politics,Matched (UK),2022-12-26,44,1956,2000
Politics,Matched (UK),2023-01-02,43,1914,1957
Politics,Matched (UK),2023-01-09,50,2415,2465
Politics,Matched (UK),2023-01-16,57,2515,2572
Politics,Matched (UK),2023-01-23,49,2418,2467
Politics,Matched (UK),2023-01-30,36,2287,2323
Politics,Matched (UK),2023-02-06,42,1882,1924
Politics,Matched (UK),2023-02-13,41,1759,1800
Politics,Matched (UK),2023-02-20,46,2041,2087
Politics,Matched (UK),2023-02-27,40,1711,1751
Politics,Matched (UK),2023-03-06,52,1873,1925
Politics,Matched (UK),2023-03-13,47,1763,1810
Politics,Matched (UK),2023-03-20,54,1842,1896
Politics,Matched (UK),2023-03-27,35,1709,1744
Politics,Matched (UK),2023-04-03,29,1901,1930
Politics,Matched (UK),2023-04-10,28,1721,1749
Politics,Matched (UK),2023-04-17,33,1585,1618
Politics,Matched (UK),2023-04-24,34,1533,1567
Politics,Matched (UK),2023-05-01,39,1642,1681
Politics,Matched (UK),2023-05-08,22,1497,1519
Politics,Matched (UK),2023-05-15,42,1707,1749
Politics,Matched (UK),2023-05-22,44,1853,1897
Politics,Matched (UK),2023-05-29,33,1903,1936
Politics,Matched (UK),2023-06-05,35,1740,1775
Politics,Matched (UK),2023-06-12,33,1315,1348
Politics,Matched (UK),2023-06-19,52,1680,1732
Politics,Matched (UK),2023-06-26,50,1759,1809
Politics,Matched (UK),2023-07-03,72,2308,2380
Politics,Matched (UK),2023-07-10,47,2963,3010
Politics,Matched (UK),2023-07-17,52,1654,1706
Politics,Matched (UK),2023-07-24,53,1704,1757
Politics,Matched (UK),2023-07-31,63,1970,2033
Politics,Matched (UK),2023-08-07,53,1801,1854
Politics,Matched (UK),2023-08-14,54,1930,1984
Politics,Matched (UK),2023-08-21,49,1692,1741
Politics,Matched (UK),2023-08-28,59,1677,1736
Politics,Matched (UK),2023-09-04,47,2155,2202
Politics,Matched (UK),2023-09-11,50,2401,2451
Politics,Matched (UK),2023-09-18,76,2411,2487
Politics,Matched (UK),2023-09-25,51,2002,2053
Politics,Matched (UK),2023-10-02,48,2030,2078
Politics,Matched (UK),2023-10-09,72,1687,1759
Politics,Matched (UK),2023-10-16,55,1590,1645
Politics,Matched (UK),2023-10-23,76,1757,1833
Politics,Matched (UK),2023-10-30,51,1532,1583
Politics,Matched (UK),2023-11-06,49,1819,1868
Politics,Matched (UK),2023-11-13,55,1608,1663
Politics,Matched (UK),2023-11-20,38,1944,1982
Politics,Matched (UK),2023-11-27,41,1652,1693
Politics,Matched (UK),2023-12-04,46,1725,1771
Politics,Matched (UK),2023-12-11,40,1564,1604
Politics,Matched (UK),2023-12-18,37,1616,1653
Politics,Matched (UK),2023-12-25,34,1360,1394
Politics,Matched (UK),2024-01-01,40,2098,2138
Politics,Matched (UK),2024-01-08,52,2013,2065
Politics,Matched (UK),2024-01-15,51,1805,1856
Politics,Matched (UK),2024-01-22,71,2384,2455
Politics,Matched (UK),2024-01-29,63,2038,2101
Politics,Matched (UK),2024-02-05,82,2491,2573
Politics,Matched (UK),2024-02-12,61,2107,2168
Politics,Matched (UK),2024-02-19,63,2035,2098
Politics,Matched (UK),2024-02-26,54,2118,2172
Politics,Matched (UK),2024-03-04,59,1631,1690
Politics,Matched (UK),2024-03-11,56,1737,1793
Politics,Matched (UK),2024-03-18,62,2153,2215
Politics,Matched (UK),2024-03-25,56,2024,2080
Politics,Matched (UK),2024-04-01,59,1944,2003
Politics,Matched (UK),2024-04-08,55,2313,2368
Politics,Matched (UK),2024-04-15,62,2090,2152
Politics,Matched (UK),2024-04-22,53,1917,1970
Politics,Matched (UK),2024-04-29,49,1655,1704
Politics,Matched (UK),2024-05-06,44,1473,1517
Politics,Matched (UK),2024-05-13,50,1791,1841
Politics,Matched (UK),2024-05-20,62,2442,2504
Politics,Matched (UK),2024-05-27,48,1988,2036
Politics,Matched (UK),2024-06-03,51,1973,2024
Politics,Matched (UK),2024-06-10,53,1734,1787
Politics,Matched (UK),2024-06-17,47,1924,1971
Politics,Matched (UK),2024-06-24,50,2000,2050
Politics,Matched (UK),2024-07-01,70,2199,2269
Politics,Matched (UK),2024-07-08,55,2069,2124
Politics,Matched (UK),2024-07-15,50,2115,2165
Politics,Matched (UK),2024-07-22,42,1849,1891
Politics,Matched (UK),2024-07-29,63,2428,2491
Politics,Matched (UK),2024-08-05,63,1887,1950
Politics,Matched (UK),2024-08-12,66,2040,2106
Politics,Matched (UK),2024-08-19,50,1725,1775
Politics,Matched (UK),2024-08-26,54,1945,1999
Politics,Matched (UK),2024-09-02,60,2106,2166
Politics,Matched (UK),2024-09-09,55,2074,2129
Politics,Matched (UK),2024-09-16,60,1942,2002
Politics,Matched (UK),2024-09-23,54,1764,1818
Politics,Matched (UK),2024-09-30,57,1716,1773
Politics,Matched (UK),2024-10-07,59,2189,2248
Politics,Matched (UK),2024-10-14,42,2140,2182
Politics,Matched (UK),2024-10-21,62,1812,1874
Politics,Matched (UK),2024-10-28,47,1792,1839
Politics,Matched (UK),2024-11-04,55,1678,1733
Politics,Matched (UK),2024-11-11,59,1781,1840
Politics,Matched (UK),2024-11-18,49,1948,1997
Politics,Matched (UK),2024-11-25,65,2376,2441
Politics,Matched (UK),2024-12-02,46,1778,1824
Politics,Matched (UK),2024-12-09,48,2115,2163
Politics,Matched (UK),2024-12-16,58,2570,2628
Politics,Matched (UK),2024-12-23,42,1743,1785
Politics,Matched (UK),2024-12-30,38,1823,1861
Politics,Matched (UK),2025-01-06,62,2190,2252
Politics,Matched (UK),2025-01-13,64,2969,3033
Politics,Matched (UK),2025-01-20,44,2186,2230
Politics,Matched (UK),2025-01-27,51,2353,2404
Politics,Matched (UK),2025-02-03,48,2405,2453
Politics,Matched (UK),2025-02-10,49,1915,1964
Politics,Matched (UK),2025-02-17,52,2511,2563
Politics,Matched (UK),2025-02-24,55,2191,2246
Politics,Matched (UK),2025-03-03,64,1824,1888
Politics,Matched (UK),2025-03-10,50,2009,2059
Politics,Matched (UK),2025-03-17,70,2604,2674
Politics,Matched (UK),2025-03-24,65,1961,2026
Politics,Matched (UK),2025-03-31,54,1781,1835
Politics,Matched (UK),2025-04-07,63,2244,2307
Politics,Matched (UK),2025-04-14,52,1818,1870
Politics,Matched (UK),2025-04-21,62,1978,2040
Politics,Matched (UK),2025-04-28,50,2513,2563
Politics,Matched (UK),2025-05-05,48,2205,2253
Politics,Matched (UK),2025-05-12,52,1927,1979
Politics,Matched (UK),2025-05-19,55,2107,2162
Politics,Matched (UK),2025-05-26,51,1946,1997
Politics,Matched (UK),2025-06-02,38,2118,2156
Politics,Matched (UK),2025-06-09,89,2444,2533
Politics,Matched (UK),2025-06-16,32,2205,2237
Politics,Matched (UK),2025-06-23,56,2698,2754
Politics,Matched (UK),2025-06-30,65,2719,2784
Politics,Matched (UK),2025-07-07,77,2211,2288
Politics,Matched (UK),2025-07-14,91,4174,4265
Politics,Matched (UK),2025-07-21,243,8414,8657
Politics,Matched (UK),2025-07-28,362,10570,10932
Politics,Matched (UK),2025-08-04,127,3872,3999
Politics,Matched (UK),2025-08-11,109,3236,3345
Politics,Matched (UK),2025-08-18,110,3596,3706
Politics,Matched (UK),2025-08-25,53,2813,2866
Politics,Matched (UK),2025-09-01,74,2325,2399
Politics,Matched (UK),2025-09-08,57,1994,2051
Politics,Matched (UK),2025-09-15,55,2112,2167
Politics,Matched (UK),2025-09-22,55,3006,3061
Politics,Matched (UK),2025-09-29,71,2826,2897
Politics,Matched (UK),2025-10-06,84,2857,2941
Politics,Matched (UK),2025-10-13,79,2063,2142
Politics,Matched (UK),2025-10-20,54,1771,1825
Politics,Classified,2021-11-01,7,138,145
Politics,Classified,2021-11-08,5,72,77
Politics,Classified,2021-11-15,8,112,120
Politics,Classified,2021-11-22,4,139,143
Politics,Classified,2021-11-29,5,102,107
Politics,Classified,2021-12-06,4,95,99
Politics,Classified,2021-12-13,6,100,106
Politics,Classified,2021-12-20,2,54,56
Politics,Classified,2021-12-27,4,85,89
Politics,Classified,2022-01-03,0,97,97
Politics,Classified,2022-01-10,6,112,118
Politics,Classified,2022-01-17,13,133,146
Politics,Classified,2022-01-24,4,112,116
Politics,Classified,2022-01-31,9,121,130
Politics,Classified,2022-02-07,26,464,490
Politics,Classified,2022-02-14,7,235,242
Politics,Classified,2022-02-21,6,113,119
Politics,Classified,2022-02-28,8,136,144
Politics,Classified,2022-03-07,12,96,108
Politics,Classified,2022-03-14,27,180,207
Politics,Classified,2022-03-21,9,101,110
Politics,Classified,2022-03-28,9,92,101
Politics,Classified,2022-04-04,3,120,123
Politics,Classified,2022-04-11,5,75,80
Politics,Classified,2022-04-18,8,124,132
Politics,Classified,2022-04-25,18,118,136
Politics,Classified,2022-05-02,3,83,86
Politics,Classified,2022-05-09,3,66,69
Politics,Classified,2022-05-16,4,93,97
Politics,Classified,2022-05-23,11,90,101
Politics,Classified,2022-05-30,4,55,59
Politics,Classified,2022-06-06,1,81,82
Politics,Classified,2022-06-13,1,134,135
Politics,Classified,2022-06-20,5,76,81
Politics,Classified,2022-06-27,9,128,137
Politics,Classified,2022-07-04,5,160,165
Politics,Classified,2022-07-11,21,148,169
Politics,Classified,2022-07-18,17,175,192
Politics,Classified,2022-07-25,14,115,129
Politics,Classified,2022-08-01,4,108,112
Politics,Classified,2022-08-08,7,104,111
Politics,Classified,2022-08-15,13,131,144
Politics,Classified,2022-08-22,2,70,72
Politics,Classified,2022-08-29,5,96,101
Politics,Classified,2022-09-05,3,95,98
Politics,Classified,2022-09-12,1,59,60
Politics,Classified,2022-09-19,7,65,72
Politics,Classified,2022-09-26,11,73,84
Politics,Classified,2022-10-03,4,75,79
Politics,Classified,2022-10-10,6,137,143
Politics,Classified,2022-10-17,5,123,128
Politics,Classified,2022-10-24,10,88,98
Politics,Classified,2022-10-31,5,91,96
Politics,Classified,2022-11-07,7,98,105
Politics,Classified,2022-11-14,4,76,80
Politics,Classified,2022-11-21,9,87,96
Politics,Classified,2022-11-28,11,151,162
Politics,Classified,2022-12-05,19,415,434
Politics,Classified,2022-12-12,0,85,85
Politics,Classified,2022-12-19,0,81,81
Politics,Classified,2022-12-26,11,112,123
Politics,Classified,2023-01-02,3,86,89
Politics,Classified,2023-01-09,14,170,184
Politics,Classified,2023-01-16,13,203,216
Politics,Classified,2023-01-23,4,99,103
Politics,Classified,2023-01-30,11,191,202
Politics,Classified,2023-02-06,5,88,93
Politics,Classified,2023-02-13,5,88,93
Politics,Classified,2023-02-20,12,173,185
Politics,Classified,2023-02-27,5,159,164
Politics,Classified,2023-03-06,17,233,250
Politics,Classified,2023-03-13,13,121,134
Politics,Classified,2023-03-20,4,123,127
Politics,Classified,2023-03-27,4,77,81
Politics,Classified,2023-04-03,10,103,113
Politics,Classified,2023-04-10,5,110,115
Politics,Classified,2023-04-17,8,137,145
Politics,Classified,2023-04-24,9,120,129
Politics,Classified,2023-05-01,6,86,92
Politics,Classified,2023-05-08,9,194,203
Politics,Classified,2023-05-15,5,93,98
Politics,Classified,2023-05-22,8,145,153
Politics,Classified,2023-05-29,5,163,168
Politics,Classified,2023-06-05,6,81,87
Politics,Classified,2023-06-12,1,88,89
Politics,Classified,2023-06-19,6,89,95
Politics,Classified,2023-06-26,13,177,190
Politics,Classified,2023-07-03,15,251,266
Politics,Classified,2023-07-10,3,153,156
Politics,Classified,2023-07-17,6,142,148
Politics,Classified,2023-07-24,11,145,156
Politics,Classified,2023-07-31,8,73,81
Politics,Classified,2023-08-07,10,154,164
Politics,Classified,2023-08-14,7,193,200
Politics,Classified,2023-08-21,7,149,156
Politics,Classified,2023-08-28,5,112,117
Politics,Classified,2023-09-04,19,246,265
Politics,Classified,2023-09-11,10,105,115
Politics,Classified,2023-09-18,29,290,319
Politics,Classified,2023-09-25,7,186,193
Politics,Classified,2023-10-02,12,141,153
Politics,Classified,2023-10-09,8,84,92
Politics,Classified,2023-10-16,12,109,121
