group,definition,k,week,posts,comments,total
VPN,Raw,1,2021-11-01,39,570,609
VPN,Raw,2,2021-11-01,17,213,230
VPN,Raw,3,2021-11-01,12,123,135
VPN,Raw,4,2021-11-01,6,73,79
VPN,Raw,5,2021-11-01,4,57,61
VPN,Raw,1,2021-11-08,52,490,542
VPN,Raw,2,2021-11-08,17,149,166
VPN,Raw,3,2021-11-08,8,93,101
VPN,Raw,4,2021-11-08,5,53,58
VPN,Raw,5,2021-11-08,4,32,36
VPN,Raw,1,2021-11-15,39,417,456
VPN,Raw,2,2021-11-15,14,139,153
VPN,Raw,3,2021-11-15,11,89,100
VPN,Raw,4,2021-11-15,7,49,56
VPN,Raw,5,2021-11-15,6,29,35
VPN,Raw,1,2021-11-22,51,475,526
VPN,Raw,2,2021-11-22,26,183,209
VPN,Raw,3,2021-11-22,12,106,118
VPN,Raw,4,2021-11-22,9,59,68
VPN,Raw,5,2021-11-22,6,40,46
VPN,Raw,1,2021-11-29,34,502,536
VPN,Raw,2,2021-11-29,15,194,209
VPN,Raw,3,2021-11-29,7,106,113
VPN,Raw,4,2021-11-29,4,75,79
VPN,Raw,5,2021-11-29,3,49,52
VPN,Raw,1,2021-12-06,53,441,494
VPN,Raw,2,2021-12-06,19,147,166
VPN,Raw,3,2021-12-06,12,88,100
VPN,Raw,4,2021-12-06,5,41,46
VPN,Raw,5,2021-12-06,3,22,25
VPN,Raw,1,2021-12-13,48,541,589
VPN,Raw,2,2021-12-13,18,165,183
VPN,Raw,3,2021-12-13,10,97,107
VPN,Raw,4,2021-12-13,5,64,69
VPN,Raw,5,2021-12-13,2,40,42
VPN,Raw,1,2021-12-20,36,608,644
VPN,Raw,2,2021-12-20,16,167,183
VPN,Raw,3,2021-12-20,9,69,78
VPN,Raw,4,2021-12-20,7,43,50
VPN,Raw,5,2021-12-20,6,25,31
VPN,Raw,1,2021-12-27,44,527,571
VPN,Raw,2,2021-12-27,20,187,207
VPN,Raw,3,2021-12-27,9,104,113
VPN,Raw,4,2021-12-27,7,57,64
VPN,Raw,5,2021-12-27,3,45,48
VPN,Raw,1,2022-01-03,54,714,768
VPN,Raw,2,2022-01-03,19,270,289
VPN,Raw,3,2022-01-03,10,129,139
VPN,Raw,4,2022-01-03,6,77,83
VPN,Raw,5,2022-01-03,3,51,54
VPN,Raw,1,2022-01-10,55,651,706
VPN,Raw,2,2022-01-10,13,199,212
VPN,Raw,3,2022-01-10,8,111,119
VPN,Raw,4,2022-01-10,4,66,70
VPN,Raw,5,2022-01-10,4,38,42
VPN,Raw,1,2022-01-17,62,817,879
VPN,Raw,2,2022-01-17,20,259,279
VPN,Raw,3,2022-01-17,8,156,164
VPN,Raw,4,2022-01-17,5,103,108
VPN,Raw,5,2022-01-17,4,75,79
VPN,Raw,1,2022-01-24,44,531,575
VPN,Raw,2,2022-01-24,21,161,182
VPN,Raw,3,2022-01-24,16,83,99
VPN,Raw,4,2022-01-24,8,38,46
VPN,Raw,5,2022-01-24,6,31,37
VPN,Raw,1,2022-01-31,60,626,686
VPN,Raw,2,2022-01-31,25,174,199
VPN,Raw,3,2022-01-31,12,90,102
VPN,Raw,4,2022-01-31,6,58,64
VPN,Raw,5,2022-01-31,6,43,49
VPN,Raw,1,2022-02-07,66,602,668
VPN,Raw,2,2022-02-07,31,201,232
VPN,Raw,3,2022-02-07,19,117,136
VPN,Raw,4,2022-02-07,3,60,63
VPN,Raw,5,2022-02-07,3,34,37
VPN,Raw,1,2022-02-14,55,537,592
VPN,Raw,2,2022-02-14,14,195,209
VPN,Raw,3,2022-02-14,9,104,113
VPN,Raw,4,2022-02-14,2,61,63
VPN,Raw,5,2022-02-14,2,44,46
VPN,Raw,1,2022-02-21,50,491,541
VPN,Raw,2,2022-02-21,20,144,164
VPN,Raw,3,2022-02-21,12,86,98
VPN,Raw,4,2022-02-21,8,41,49
VPN,Raw,5,2022-02-21,5,33,38
VPN,Raw,1,2022-02-28,33,468,501
VPN,Raw,2,2022-02-28,11,150,161
VPN,Raw,3,2022-02-28,6,113,119
VPN,Raw,4,2022-02-28,2,72,74
VPN,Raw,5,2022-02-28,2,65,67
VPN,Raw,1,2022-03-07,49,592,641
VPN,Raw,2,2022-03-07,20,128,148
VPN,Raw,3,2022-03-07,11,78,89
VPN,Raw,4,2022-03-07,5,52,57
VPN,Raw,5,2022-03-07,2,33,35
VPN,Raw,1,2022-03-14,52,664,716
VPN,Raw,2,2022-03-14,21,252,273
VPN,Raw,3,2022-03-14,10,172,182
VPN,Raw,4,2022-03-14,5,137,142
VPN,Raw,5,2022-03-14,2,44,46
VPN,Raw,1,2022-03-21,40,525,565
VPN,Raw,2,2022-03-21,14,207,221
VPN,Raw,3,2022-03-21,10,115,125
VPN,Raw,4,2022-03-21,5,63,68
VPN,Raw,5,2022-03-21,5,40,45
VPN,Raw,1,2022-03-28,33,475,508
VPN,Raw,2,2022-03-28,13,176,189
VPN,Raw,3,2022-03-28,7,99,106
VPN,Raw,4,2022-03-28,5,67,72
VPN,Raw,5,2022-03-28,3,46,49
VPN,Raw,1,2022-04-04,53,526,579
VPN,Raw,2,2022-04-04,13,120,133
VPN,Raw,3,2022-04-04,8,79,87
VPN,Raw,4,2022-04-04,3,48,51
VPN,Raw,5,2022-04-04,1,32,33
VPN,Raw,1,2022-04-11,37,502,539
VPN,Raw,2,2022-04-11,13,153,166
VPN,Raw,3,2022-04-11,5,84,89
VPN,Raw,4,2022-04-11,4,51,55
VPN,Raw,5,2022-04-11,2,34,36
VPN,Raw,1,2022-04-18,46,587,633
VPN,Raw,2,2022-04-18,19,190,209
VPN,Raw,3,2022-04-18,12,131,143
VPN,Raw,4,2022-04-18,4,71,75
VPN,Raw,5,2022-04-18,4,56,60
VPN,Raw,1,2022-04-25,59,528,587
VPN,Raw,2,2022-04-25,27,141,168
VPN,Raw,3,2022-04-25,19,78,97
VPN,Raw,4,2022-04-25,10,50,60
VPN,Raw,5,2022-04-25,9,32,41
VPN,Raw,1,2022-05-02,52,482,534
VPN,Raw,2,2022-05-02,21,142,163
VPN,Raw,3,2022-05-02,14,88,102
VPN,Raw,4,2022-05-02,4,55,59
VPN,Raw,5,2022-05-02,2,37,39
VPN,Raw,1,2022-05-09,45,440,485
VPN,Raw,2,2022-05-09,20,156,176
VPN,Raw,3,2022-05-09,8,71,79
VPN,Raw,4,2022-05-09,8,48,56
VPN,Raw,5,2022-05-09,6,32,38
VPN,Raw,1,2022-05-16,32,420,452
VPN,Raw,2,2022-05-16,9,146,155
VPN,Raw,3,2022-05-16,6,98,104
VPN,Raw,4,2022-05-16,1,51,52
VPN,Raw,5,2022-05-16,0,32,32
VPN,Raw,1,2022-05-23,42,600,642
VPN,Raw,2,2022-05-23,13,175,188
VPN,Raw,3,2022-05-23,8,112,120
VPN,Raw,4,2022-05-23,6,56,62
VPN,Raw,5,2022-05-23,3,32,35
VPN,Raw,1,2022-05-30,36,551,587
VPN,Raw,2,2022-05-30,11,183,194
VPN,Raw,3,2022-05-30,6,107,113
VPN,Raw,4,2022-05-30,4,68,72
VPN,Raw,5,2022-05-30,1,34,35
VPN,Raw,1,2022-06-06,47,551,598
VPN,Raw,2,2022-06-06,21,180,201
VPN,Raw,3,2022-06-06,12,112,124
VPN,Raw,4,2022-06-06,10,52,62
VPN,Raw,5,2022-06-06,7,38,45
VPN,Raw,1,2022-06-13,43,458,501
VPN,Raw,2,2022-06-13,18,147,165
VPN,Raw,3,2022-06-13,7,89,96
VPN,Raw,4,2022-06-13,5,45,50
VPN,Raw,5,2022-06-13,4,28,32
VPN,Raw,1,2022-06-20,46,446,492
VPN,Raw,2,2022-06-20,21,131,152
VPN,Raw,3,2022-06-20,11,63,74
VPN,Raw,4,2022-06-20,9,25,34
VPN,Raw,5,2022-06-20,3,19,22
VPN,Raw,1,2022-06-27,47,422,469
VPN,Raw,2,2022-06-27,25,139,164
VPN,Raw,3,2022-06-27,12,89,101
VPN,Raw,4,2022-06-27,8,46,54
VPN,Raw,5,2022-06-27,6,20,26
VPN,Raw,1,2022-07-04,35,388,423
VPN,Raw,2,2022-07-04,18,109,127
VPN,Raw,3,2022-07-04,9,62,71
VPN,Raw,4,2022-07-04,3,47,50
VPN,Raw,5,2022-07-04,3,30,33
VPN,Raw,1,2022-07-11,34,548,582
VPN,Raw,2,2022-07-11,15,124,139
VPN,Raw,3,2022-07-11,10,72,82
VPN,Raw,4,2022-07-11,4,52,56
VPN,Raw,5,2022-07-11,4,34,38
VPN,Raw,1,2022-07-18,45,508,553
VPN,Raw,2,2022-07-18,20,180,200
VPN,Raw,3,2022-07-18,9,101,110
VPN,Raw,4,2022-07-18,6,47,53
VPN,Raw,5,2022-07-18,4,31,35
VPN,Raw,1,2022-07-25,45,487,532
VPN,Raw,2,2022-07-25,13,161,174
VPN,Raw,3,2022-07-25,3,73,76
VPN,Raw,4,2022-07-25,3,39,42
VPN,Raw,5,2022-07-25,2,26,28
VPN,Raw,1,2022-08-01,41,524,565
VPN,Raw,2,2022-08-01,17,160,177
VPN,Raw,3,2022-08-01,8,83,91
VPN,Raw,4,2022-08-01,6,50,56
VPN,Raw,5,2022-08-01,5,23,28
VPN,Raw,1,2022-08-08,45,586,631
VPN,Raw,2,2022-08-08,19,241,260
VPN,Raw,3,2022-08-08,7,97,104
VPN,Raw,4,2022-08-08,4,59,63
VPN,Raw,5,2022-08-08,2,36,38
VPN,Raw,1,2022-08-15,60,498,558
VPN,Raw,2,2022-08-15,25,158,183
VPN,Raw,3,2022-08-15,7,83,90
VPN,Raw,4,2022-08-15,4,59,63
VPN,Raw,5,2022-08-15,3,49,52
VPN,Raw,1,2022-08-22,55,599,654
VPN,Raw,2,2022-08-22,20,189,209
VPN,Raw,3,2022-08-22,9,94,103
VPN,Raw,4,2022-08-22,7,55,62
VPN,Raw,5,2022-08-22,3,28,31
VPN,Raw,1,2022-08-29,37,626,663
VPN,Raw,2,2022-08-29,10,198,208
VPN,Raw,3,2022-08-29,6,110,116
VPN,Raw,4,2022-08-29,1,70,71
VPN,Raw,5,2022-08-29,0,41,41
VPN,Raw,1,2022-09-05,46,589,635
VPN,Raw,2,2022-09-05,13,199,212
VPN,Raw,3,2022-09-05,6,92,98
VPN,Raw,4,2022-09-05,1,54,55
VPN,Raw,5,2022-09-05,1,34,35
VPN,Raw,1,2022-09-12,50,528,578
VPN,Raw,2,2022-09-12,26,208,234
VPN,Raw,3,2022-09-12,10,140,150
VPN,Raw,4,2022-09-12,7,61,68
VPN,Raw,5,2022-09-12,6,44,50
VPN,Raw,1,2022-09-19,59,512,571
VPN,Raw,2,2022-09-19,26,174,200
VPN,Raw,3,2022-09-19,11,97,108
VPN,Raw,4,2022-09-19,8,44,52
VPN,Raw,5,2022-09-19,5,33,38
VPN,Raw,1,2022-09-26,49,497,546
VPN,Raw,2,2022-09-26,19,194,213
VPN,Raw,3,2022-09-26,9,119,128
VPN,Raw,4,2022-09-26,7,86,93
VPN,Raw,5,2022-09-26,4,49,53
VPN,Raw,1,2022-10-03,39,567,606
VPN,Raw,2,2022-10-03,14,217,231
VPN,Raw,3,2022-10-03,9,147,156
VPN,Raw,4,2022-10-03,6,87,93
VPN,Raw,5,2022-10-03,5,69,74
VPN,Raw,1,2022-10-10,53,545,598
VPN,Raw,2,2022-10-10,25,229,254
VPN,Raw,3,2022-10-10,6,99,105
VPN,Raw,4,2022-10-10,5,65,70
VPN,Raw,5,2022-10-10,4,45,49
VPN,Raw,1,2022-10-17,50,628,678
VPN,Raw,2,2022-10-17,19,215,234
VPN,Raw,3,2022-10-17,10,130,140
VPN,Raw,4,2022-10-17,6,84,90
VPN,Raw,5,2022-10-17,5,67,72
VPN,Raw,1,2022-10-24,52,532,584
VPN,Raw,2,2022-10-24,23,172,195
VPN,Raw,3,2022-10-24,12,116,128
VPN,Raw,4,2022-10-24,5,58,63
VPN,Raw,5,2022-10-24,2,45,47
VPN,Raw,1,2022-10-31,33,466,499
VPN,Raw,2,2022-10-31,15,157,172
VPN,Raw,3,2022-10-31,7,102,109
VPN,Raw,4,2022-10-31,5,67,72
VPN,Raw,5,2022-10-31,2,44,46
VPN,Raw,1,2022-11-07,37,504,541
VPN,Raw,2,2022-11-07,19,183,202
VPN,Raw,3,2022-11-07,12,114,126
VPN,Raw,4,2022-11-07,6,78,84
VPN,Raw,5,2022-11-07,4,61,65
VPN,Raw,1,2022-11-14,46,457,503
VPN,Raw,2,2022-11-14,18,178,196
VPN,Raw,3,2022-11-14,14,105,119
VPN,Raw,4,2022-11-14,6,55,61
VPN,Raw,5,2022-11-14,5,28,33
VPN,Raw,1,2022-11-21,52,481,533
VPN,Raw,2,2022-11-21,20,169,189
VPN,Raw,3,2022-11-21,10,110,120
VPN,Raw,4,2022-11-21,4,77,81
VPN,Raw,5,2022-11-21,1,43,44
VPN,Raw,1,2022-11-28,44,523,567
VPN,Raw,2,2022-11-28,23,193,216
VPN,Raw,3,2022-11-28,12,139,151
VPN,Raw,4,2022-11-28,5,79,84
VPN,Raw,5,2022-11-28,2,45,47
VPN,Raw,1,2022-12-05,63,509,572
VPN,Raw,2,2022-12-05,28,180,208
VPN,Raw,3,2022-12-05,21,102,123
VPN,Raw,4,2022-12-05,15,74,89
VPN,Raw,5,2022-12-05,9,35,44
VPN,Raw,1,2022-12-12,40,714,754
VPN,Raw,2,2022-12-12,13,231,244
VPN,Raw,3,2022-12-12,6,125,131
VPN,Raw,4,2022-12-12,5,58,63
VPN,Raw,5,2022-12-12,4,42,46
VPN,Raw,1,2022-12-19,55,548,603
VPN,Raw,2,2022-12-19,22,205,227
VPN,Raw,3,2022-12-19,8,115,123
VPN,Raw,4,2022-12-19,5,81,86
VPN,Raw,5,2022-12-19,4,55,59
VPN,Raw,1,2022-12-26,43,765,808
VPN,Raw,2,2022-12-26,15,271,286
VPN,Raw,3,2022-12-26,7,157,164
VPN,Raw,4,2022-12-26,6,107,113
VPN,Raw,5,2022-12-26,2,67,69
VPN,Raw,1,2023-01-02,49,599,648
VPN,Raw,2,2023-01-02,26,233,259
VPN,Raw,3,2023-01-02,11,127,138
VPN,Raw,4,2023-01-02,7,68,75
VPN,Raw,5,2023-01-02,5,34,39
VPN,Raw,1,2023-01-09,49,528,577
VPN,Raw,2,2023-01-09,13,195,208
VPN,Raw,3,2023-01-09,8,92,100
VPN,Raw,4,2023-01-09,7,47,54
VPN,Raw,5,2023-01-09,3,34,37
VPN,Raw,1,2023-01-16,49,559,608
VPN,Raw,2,2023-01-16,14,176,190
VPN,Raw,3,2023-01-16,5,94,99
VPN,Raw,4,2023-01-16,1,52,53
VPN,Raw,5,2023-01-16,1,37,38
VPN,Raw,1,2023-01-23,59,636,695
VPN,Raw,2,2023-01-23,22,223,245
VPN,Raw,3,2023-01-23,13,118,131
VPN,Raw,4,2023-01-23,2,60,62
VPN,Raw,5,2023-01-23,2,44,46
VPN,Raw,1,2023-01-30,63,486,549
VPN,Raw,2,2023-01-30,29,194,223
VPN,Raw,3,2023-01-30,11,135,146
VPN,Raw,4,2023-01-30,4,80,84
VPN,Raw,5,2023-01-30,2,63,65
VPN,Raw,1,2023-02-06,47,671,718
VPN,Raw,2,2023-02-06,19,293,312
VPN,Raw,3,2023-02-06,12,154,166
VPN,Raw,4,2023-02-06,4,72,76
VPN,Raw,5,2023-02-06,3,47,50
VPN,Raw,1,2023-02-13,54,482,536
VPN,Raw,2,2023-02-13,25,181,206
VPN,Raw,3,2023-02-13,11,94,105
VPN,Raw,4,2023-02-13,4,55,59
VPN,Raw,5,2023-02-13,4,47,51
VPN,Raw,1,2023-02-20,43,566,609
VPN,Raw,2,2023-02-20,14,212,226
VPN,Raw,3,2023-02-20,6,104,110
VPN,Raw,4,2023-02-20,6,65,71
VPN,Raw,5,2023-02-20,5,47,52
VPN,Raw,1,2023-02-27,64,577,641
VPN,Raw,2,2023-02-27,26,159,185
VPN,Raw,3,2023-02-27,14,98,112
VPN,Raw,4,2023-02-27,9,61,70
VPN,Raw,5,2023-02-27,8,49,57
VPN,Raw,1,2023-03-06,50,543,593
VPN,Raw,2,2023-03-06,20,174,194
VPN,Raw,3,2023-03-06,10,95,105
VPN,Raw,4,2023-03-06,6,58,64
VPN,Raw,5,2023-03-06,5,45,50
VPN,Raw,1,2023-03-13,43,548,591
VPN,Raw,2,2023-03-13,12,186,198
VPN,Raw,3,2023-03-13,9,132,141
VPN,Raw,4,2023-03-13,4,92,96
VPN,Raw,5,2023-03-13,4,78,82
VPN,Raw,1,2023-03-20,38,501,539
VPN,Raw,2,2023-03-20,20,149,169
VPN,Raw,3,2023-03-20,10,78,88
VPN,Raw,4,2023-03-20,9,61,70
VPN,Raw,5,2023-03-20,7,47,54
VPN,Raw,1,2023-03-27,48,539,587
VPN,Raw,2,2023-03-27,19,207,226
VPN,Raw,3,2023-03-27,15,117,132
VPN,Raw,4,2023-03-27,6,73,79
VPN,Raw,5,2023-03-27,2,58,60
VPN,Raw,1,2023-04-03,53,479,532
VPN,Raw,2,2023-04-03,18,195,213
VPN,Raw,3,2023-04-03,10,113,123
VPN,Raw,4,2023-04-03,8,79,87
VPN,Raw,5,2023-04-03,4,53,57
VPN,Raw,1,2023-04-10,41,496,537
VPN,Raw,2,2023-04-10,18,201,219
VPN,Raw,3,2023-04-10,10,138,148
VPN,Raw,4,2023-04-10,4,81,85
VPN,Raw,5,2023-04-10,2,51,53
VPN,Raw,1,2023-04-17,40,505,545
VPN,Raw,2,2023-04-17,18,215,233
VPN,Raw,3,2023-04-17,11,148,159
VPN,Raw,4,2023-04-17,5,102,107
VPN,Raw,5,2023-04-17,4,75,79
VPN,Raw,1,2023-04-24,48,475,523
VPN,Raw,2,2023-04-24,14,203,217
VPN,Raw,3,2023-04-24,3,123,126
VPN,Raw,4,2023-04-24,2,94,96
VPN,Raw,5,2023-04-24,0,60,60
VPN,Raw,1,2023-05-01,55,568,623
VPN,Raw,2,2023-05-01,24,205,229
VPN,Raw,3,2023-05-01,12,121,133
VPN,Raw,4,2023-05-01,9,84,93
VPN,Raw,5,2023-05-01,4,68,72
VPN,Raw,1,2023-05-08,45,519,564
VPN,Raw,2,2023-05-08,15,191,206
VPN,Raw,3,2023-05-08,8,115,123
VPN,Raw,4,2023-05-08,4,59,63
VPN,Raw,5,2023-05-08,3,49,52
VPN,Raw,1,2023-05-15,37,440,477
VPN,Raw,2,2023-05-15,15,209,224
VPN,Raw,3,2023-05-15,11,118,129
VPN,Raw,4,2023-05-15,9,80,89
VPN,Raw,5,2023-05-15,3,57,60
VPN,Raw,1,2023-05-22,47,521,568
VPN,Raw,2,2023-05-22,19,205,224
VPN,Raw,3,2023-05-22,11,85,96
VPN,Raw,4,2023-05-22,6,67,73
VPN,Raw,5,2023-05-22,2,50,52
VPN,Raw,1,2023-05-29,53,666,719
VPN,Raw,2,2023-05-29,21,297,318
VPN,Raw,3,2023-05-29,14,149,163
VPN,Raw,4,2023-05-29,4,94,98
VPN,Raw,5,2023-05-29,2,60,62
VPN,Raw,1,2023-06-05,52,644,696
VPN,Raw,2,2023-06-05,22,257,279
VPN,Raw,3,2023-06-05,13,131,144
VPN,Raw,4,2023-06-05,7,74,81
VPN,Raw,5,2023-06-05,2,46,48
VPN,Raw,1,2023-06-12,46,492,538
VPN,Raw,2,2023-06-12,24,216,240
VPN,Raw,3,2023-06-12,18,92,110
VPN,Raw,4,2023-06-12,11,59,70
VPN,Raw,5,2023-06-12,4,43,47
VPN,Raw,1,2023-06-19,44,463,507
VPN,Raw,2,2023-06-19,21,236,257
VPN,Raw,3,2023-06-19,8,113,121
VPN,Raw,4,2023-06-19,3,80,83
VPN,Raw,5,2023-06-19,2,60,62
VPN,Raw,1,2023-06-26,50,551,601
VPN,Raw,2,2023-06-26,26,263,289
VPN,Raw,3,2023-06-26,16,132,148
VPN,Raw,4,2023-06-26,4,72,76
VPN,Raw,5,2023-06-26,0,50,50
VPN,Raw,1,2023-07-03,50,572,622
VPN,Raw,2,2023-07-03,22,227,249
VPN,Raw,3,2023-07-03,14,119,133
VPN,Raw,4,2023-07-03,8,76,84
VPN,Raw,5,2023-07-03,5,54,59
VPN,Raw,1,2023-07-10,40,505,545
VPN,Raw,2,2023-07-10,19,191,210
VPN,Raw,3,2023-07-10,7,84,91
VPN,Raw,4,2023-07-10,5,47,52
VPN,Raw,5,2023-07-10,3,36,39
VPN,Raw,1,2023-07-17,53,496,549
VPN,Raw,2,2023-07-17,18,149,167
VPN,Raw,3,2023-07-17,9,78,87
VPN,Raw,4,2023-07-17,2,61,63
VPN,Raw,5,2023-07-17,2,38,40
VPN,Raw,1,2023-07-24,58,441,499
VPN,Raw,2,2023-07-24,20,192,212
VPN,Raw,3,2023-07-24,12,121,133
VPN,Raw,4,2023-07-24,10,82,92
VPN,Raw,5,2023-07-24,5,64,69
VPN,Raw,1,2023-07-31,45,449,494
VPN,Raw,2,2023-07-31,19,174,193
VPN,Raw,3,2023-07-31,11,85,96
VPN,Raw,4,2023-07-31,9,58,67
VPN,Raw,5,2023-07-31,6,46,52
VPN,Raw,1,2023-08-07,52,472,524
VPN,Raw,2,2023-08-07,28,170,198
VPN,Raw,3,2023-08-07,16,94,110
VPN,Raw,4,2023-08-07,11,62,73
VPN,Raw,5,2023-08-07,6,57,63
VPN,Raw,1,2023-08-14,56,459,515
VPN,Raw,2,2023-08-14,20,160,180
VPN,Raw,3,2023-08-14,11,81,92
VPN,Raw,4,2023-08-14,7,49,56
VPN,Raw,5,2023-08-14,6,32,38
VPN,Raw,1,2023-08-21,47,468,515
VPN,Raw,2,2023-08-21,15,178,193
VPN,Raw,3,2023-08-21,8,115,123
VPN,Raw,4,2023-08-21,5,75,80
VPN,Raw,5,2023-08-21,4,46,50
VPN,Raw,1,2023-08-28,48,547,595
VPN,Raw,2,2023-08-28,26,220,246
VPN,Raw,3,2023-08-28,8,117,125
VPN,Raw,4,2023-08-28,4,75,79
VPN,Raw,5,2023-08-28,4,51,55
VPN,Raw,1,2023-09-04,50,559,609
VPN,Raw,2,2023-09-04,19,204,223
VPN,Raw,3,2023-09-04,9,124,133
VPN,Raw,4,2023-09-04,5,100,105
VPN,Raw,5,2023-09-04,4,70,74
VPN,Raw,1,2023-09-11,47,474,521
VPN,Raw,2,2023-09-11,19,129,148
VPN,Raw,3,2023-09-11,11,81,92
VPN,Raw,4,2023-09-11,5,62,67
VPN,Raw,5,2023-09-11,4,46,50
VPN,Raw,1,2023-09-18,54,438,492
VPN,Raw,2,2023-09-18,21,147,168
VPN,Raw,3,2023-09-18,6,92,98
VPN,Raw,4,2023-09-18,3,60,63
VPN,Raw,5,2023-09-18,3,49,52
VPN,Raw,1,2023-09-25,45,474,519
VPN,Raw,2,2023-09-25,18,179,197
VPN,Raw,3,2023-09-25,11,121,132
VPN,Raw,4,2023-09-25,6,83,89
VPN,Raw,5,2023-09-25,5,76,81
VPN,Raw,1,2023-10-02,33,281,314
VPN,Raw,2,2023-10-02,14,101,115
VPN,Raw,3,2023-10-02,8,55,63
VPN,Raw,4,2023-10-02,3,38,41
VPN,Raw,5,2023-10-02,2,32,34
VPN,Raw,1,2023-10-09,29,277,306
VPN,Raw,2,2023-10-09,16,116,132
VPN,Raw,3,2023-10-09,6,65,71
VPN,Raw,4,2023-10-09,2,34,36
VPN,Raw,5,2023-10-09,1,28,29
VPN,Raw,1,2023-10-16,30,303,333
VPN,Raw,2,2023-10-16,18,112,130
VPN,Raw,3,2023-10-16,12,91,103
VPN,Raw,4,2023-10-16,9,74,83
VPN,Raw,5,2023-10-16,7,41,48
VPN,Raw,1,2023-10-23,40,291,331
VPN,Raw,2,2023-10-23,23,149,172
VPN,Raw,3,2023-10-23,9,76,85
VPN,Raw,4,2023-10-23,7,55,62
VPN,Raw,5,2023-10-23,4,33,37
VPN,Raw,1,2023-10-30,31,415,446
VPN,Raw,2,2023-10-30,11,177,188
VPN,Raw,3,2023-10-30,1,96,97
VPN,Raw,4,2023-10-30,0,65,65
VPN,Raw,5,2023-10-30,0,54,54
VPN,Raw,1,2023-11-06,38,502,540
VPN,Raw,2,2023-11-06,15,219,234
VPN,Raw,3,2023-11-06,2,113,115
VPN,Raw,4,2023-11-06,1,83,84
VPN,Raw,5,2023-11-06,1,64,65
VPN,Raw,1,2023-11-13,48,547,595
VPN,Raw,2,2023-11-13,15,178,193
VPN,Raw,3,2023-11-13,11,108,119
VPN,Raw,4,2023-11-13,9,73,82
VPN,Raw,5,2023-11-13,6,49,55
VPN,Raw,1,2023-11-20,68,436,504
VPN,Raw,2,2023-11-20,34,164,198
VPN,Raw,3,2023-11-20,14,94,108
VPN,Raw,4,2023-11-20,10,78,88
VPN,Raw,5,2023-11-20,8,58,66
VPN,Raw,1,2023-11-27,35,573,608
VPN,Raw,2,2023-11-27,12,217,229
VPN,Raw,3,2023-11-27,5,123,128
VPN,Raw,4,2023-11-27,3,94,97
VPN,Raw,5,2023-11-27,2,81,83
VPN,Raw,1,2023-12-04,44,591,635
VPN,Raw,2,2023-12-04,13,253,266
VPN,Raw,3,2023-12-04,7,167,174
VPN,Raw,4,2023-12-04,5,129,134
VPN,Raw,5,2023-12-04,3,97,100
VPN,Raw,1,2023-12-11,73,507,580
VPN,Raw,2,2023-12-11,31,187,218
VPN,Raw,3,2023-12-11,9,135,144
VPN,Raw,4,2023-12-11,7,102,109
VPN,Raw,5,2023-12-11,5,85,90
VPN,Raw,1,2023-12-18,60,571,631
VPN,Raw,2,2023-12-18,29,212,241
VPN,Raw,3,2023-12-18,13,138,151
VPN,Raw,4,2023-12-18,8,105,113
VPN,Raw,5,2023-12-18,7,79,86
VPN,Raw,1,2023-12-25,41,492,533
VPN,Raw,2,2023-12-25,18,245,263
VPN,Raw,3,2023-12-25,8,138,146
VPN,Raw,4,2023-12-25,4,91,95
VPN,Raw,5,2023-12-25,2,68,70
VPN,Raw,1,2024-01-01,31,553,584
VPN,Raw,2,2024-01-01,15,209,224
VPN,Raw,3,2024-01-01,12,146,158
VPN,Raw,4,2024-01-01,7,110,117
VPN,Raw,5,2024-01-01,4,63,67
VPN,Raw,1,2024-01-08,46,521,567
VPN,Raw,2,2024-01-08,18,197,215
VPN,Raw,3,2024-01-08,9,130,139
VPN,Raw,4,2024-01-08,5,102,107
VPN,Raw,5,2024-01-08,2,72,74
VPN,Raw,1,2024-01-15,52,477,529
VPN,Raw,2,2024-01-15,17,196,213
VPN,Raw,3,2024-01-15,13,113,126
VPN,Raw,4,2024-01-15,10,82,92
VPN,Raw,5,2024-01-15,7,62,69
VPN,Raw,1,2024-01-22,45,823,868
VPN,Raw,2,2024-01-22,20,309,329
VPN,Raw,3,2024-01-22,7,189,196
VPN,Raw,4,2024-01-22,5,143,148
VPN,Raw,5,2024-01-22,3,98,101
VPN,Raw,1,2024-01-29,58,687,745
VPN,Raw,2,2024-01-29,27,279,306
VPN,Raw,3,2024-01-29,14,177,191
VPN,Raw,4,2024-01-29,10,134,144
VPN,Raw,5,2024-01-29,8,84,92
VPN,Raw,1,2024-02-05,49,718,767
VPN,Raw,2,2024-02-05,21,361,382
VPN,Raw,3,2024-02-05,11,233,244
VPN,Raw,4,2024-02-05,4,150,154
VPN,Raw,5,2024-02-05,4,109,113
VPN,Raw,1,2024-02-12,67,707,774
VPN,Raw,2,2024-02-12,32,292,324
VPN,Raw,3,2024-02-12,15,194,209
VPN,Raw,4,2024-02-12,5,130,135
VPN,Raw,5,2024-02-12,5,94,99
VPN,Raw,1,2024-02-19,48,677,725
VPN,Raw,2,2024-02-19,23,237,260
VPN,Raw,3,2024-02-19,16,166,182
VPN,Raw,4,2024-02-19,7,112,119
VPN,Raw,5,2024-02-19,6,80,86
VPN,Raw,1,2024-02-26,62,708,770
VPN,Raw,2,2024-02-26,25,254,279
